"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Chained (2012) dollars 9"
,,"2007","2.9"
,,"2008","3.0"
,,"2009","3.9"
,,"2010","3.3"
,,"2011","3.5"
,,"2012","5.9"
,,"2013","5.5"
,,"2014","3.3"
,,"2015","3.3"
,,"2016","3.2"
,,"2017","8.7"
,,"2018","8.8"
,,"2019","8.9"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","494.4"
,,"2000","593.8"
,,"2001","495.2"
,,"2002","388.0"
,,"2003","81.9"
,,"2004","124.4"
,,"2005","68.6"
,,"2006","101.3"
,,"2007","77.7"
,,"2008","64.9"
,,"2009","48.7"
,,"2010","283.9"
,,"2011","380.8"
,,"2012","439.2"
,,"2013","488.8"
,,"2014","518.0"
,,"2015","484.9"
,,"2016","526.2"
,,"2017","691.1"
,,"2018","715.1"
,,"2019","848.5"
,"Utilities  [22]","1999","217.6"
,,"2000","220.2"
,,"2001","239.7"
,,"2002","40.0"
,,"2003","38.2"
,,"2004","47.5"
,,"2005","49.3"
,,"2006","50.0"
,,"2007","61.6"
,,"2008","65.8"
,,"2009","56.2"
,,"2010","58.0"
,,"2011","60.9"
,,"2012","61.6"
,,"2013","59.1"
,,"2014","61.8"
,,"2015","65.0"
,,"2016","66.1"
,,"2017","67.0"
,,"2018","68.2"
,,"2019","67.9"
,"Construction  [23]","1999","145.7"
,,"2000","106.1"
,,"2001","145.0"
,,"2002","176.2"
,,"2003","220.3"
,,"2004","199.9"
,,"2005","229.0"
,,"2006","177.6"
,,"2007","177.1"
,,"2008","346.8"
,,"2009","261.0"
,,"2010","293.0"
,,"2011","248.3"
,,"2012","178.2"
,,"2013","336.1"
,,"2014","285.1"
,,"2015","276.7"
,,"2016","318.2"
,,"2017","443.4"
,,"2018","548.8"
,,"2019","549.3"
,"Manufacturing  [31-33]","1999","1.6"
,,"2000","2.4"
,,"2001","2.2"
,,"2002","3.2"
,,"2003","2.8"
,,"2004","2.4"
,,"2005","3.0"
,,"2006","3.5"
,,"2007","2.2"
,,"2008","2.2"
,,"2009","1.9"
,,"2010","5.2"
,,"2011","3.7"
,,"2012","10.4"
,,"2013","11.0"
,,"2014","11.0"
,,"2015","10.2"
,,"2016","8.8"
,,"2017","7.8"
,,"2018","9.5"
,,"2019","9.2"
,"Wholesale trade  [41]","1999","9.4"
,,"2000","9.6"
,,"2001","10.3"
,,"2002","11.7"
,,"2003","13.0"
,,"2004","13.7"
,,"2005","15.4"
,,"2006","17.2"
,,"2007","17.9"
,,"2008","28.9"
,,"2009","19.0"
,,"2010","25.2"
,,"2011","25.1"
,,"2012","42.0"
,,"2013","42.0"
,,"2014","24.3"
,,"2015","22.1"
,,"2016","26.9"
,,"2017","43.4"
,,"2018","36.8"
,,"2019","44.8"
,"Retail trade  [44-45]","1999","49.0"
,,"2000","53.6"
,,"2001","53.6"
,,"2002","59.0"
,,"2003","60.1"
,,"2004","62.6"
,,"2005","64.5"
,,"2006","68.2"
,,"2007","76.4"
,,"2008","84.9"
,,"2009","86.9"
,,"2010","88.8"
,,"2011","91.8"
,,"2012","87.8"
,,"2013","89.5"
,,"2014","92.1"
,,"2015","89.0"
,,"2016","96.4"
,,"2017","94.5"
,,"2018","96.5"
,,"2019","96.8"
,"Transportation and warehousing  [48-49]","1999","50.0"
,,"2000","50.6"
,,"2001","45.5"
,,"2002","39.5"
,,"2003","42.8"
,,"2004","41.6"
,,"2005","37.1"
,,"2006","39.8"
,,"2007","42.5"
,,"2008","46.8"
,,"2009","42.8"
,,"2010","50.0"
,,"2011","53.9"
,,"2012","52.7"
,,"2013","52.6"
,,"2014","56.3"
,,"2015","57.2"
,,"2016","61.3"
,,"2017","61.5"
,,"2018","63.4"
,,"2019","65.8"
,"Information and cultural industries  [51]","1999","7.6"
,,"2000","10.3"
,,"2001","11.9"
,,"2002","15.1"
,,"2003","18.3"
,,"2004","17.6"
,,"2005","15.9"
,,"2006","16.6"
,,"2007","30.1"
,,"2008","34.9"
,,"2009","37.7"
,,"2010","38.6"
,,"2011","46.4"
,,"2012","51.3"
,,"2013","51.9"
,,"2014","51.6"
,,"2015","52.1"
,,"2016","55.0"
,,"2017","61.8"
,,"2018","68.2"
,,"2019","70.5"
,"Finance and insurance  [52]","1999","19.8"
,,"2000","19.4"
,,"2001","21.7"
,,"2002","27.7"
,,"2003","25.8"
,,"2004","26.1"
,,"2005","26.9"
,,"2006","27.3"
,,"2007","33.8"
,,"2008","36.2"
,,"2009","33.6"
,,"2010","34.8"
,,"2011","35.8"
,,"2012","38.1"
,,"2013","38.1"
,,"2014","37.6"
,,"2015","38.1"
,,"2016","38.4"
,,"2017","37.0"
,,"2018","38.1"
,,"2019","39.5"
,"Real estate and rental and leasing  [53]","1999","129.8"
,,"2000","140.0"
,,"2001","153.3"
,,"2002","190.5"
,,"2003","195.8"
,,"2004","214.0"
,,"2005","222.6"
,,"2006","233.8"
,,"2007","251.8"
,,"2008","251.3"
,,"2009","232.2"
,,"2010","234.3"
,,"2011","248.4"
,,"2012","256.1"
,,"2013","260.0"
,,"2014","255.7"
,,"2015","255.0"
,,"2016","262.4"
,,"2017","268.0"
,,"2018","270.4"
,,"2019","274.9"
,"Professional, scientific and technical services  [54]","1999","14.8"
,,"2000","14.4"
,,"2001","12.2"
,,"2002","14.4"
,,"2003","11.1"
,,"2004","14.6"
,,"2005","16.1"
,,"2006","17.6"
,,"2007","21.7"
,,"2008","25.5"
,,"2009","33.0"
,,"2010","31.2"
,,"2011","29.6"
,,"2012","29.8"
,,"2013","29.6"
,,"2014","30.5"
,,"2015","26.3"
,,"2016","28.4"
,,"2017","31.2"
,,"2018","27.9"
,,"2019","27.0"
,"Management of companies and enterprises  [55]","1999","2.9"
,,"2000","2.9"
,,"2001","5.1"
,,"2002","7.3"
,,"2003","8.0"
,,"2004","8.0"
,,"2005","6.9"
,,"2006","7.9"
,,"2007","9.0"
,,"2008","10.4"
,,"2009","10.8"
,,"2010","11.1"
,,"2011","11.3"
,,"2012","12.1"
,,"2013","13.9"
,,"2014","12.9"
,,"2015","12.7"
,,"2016","11.0"
,,"2017","9.2"
,,"2018","8.1"
,,"2019","8.1"
,"Administrative and support, waste management and remediation services  [56]","1999","22.7"
,,"2000","21.3"
,,"2001","26.6"
,,"2002","34.8"
,,"2003","35.7"
,,"2004","39.6"
,,"2005","34.3"
,,"2006","38.7"
,,"2007","52.8"
,,"2008","46.1"
,,"2009","42.9"
,,"2010","48.7"
,,"2011","54.4"
,,"2012","56.7"
,,"2013","55.3"
,,"2014","52.0"
,,"2015","51.5"
,,"2016","55.0"
,,"2017","55.8"
,,"2018","59.3"
,,"2019","64.9"
,"Educational services  [61]","1999","120.2"
,,"2000","128.9"
,,"2001","128.3"
,,"2002","140.8"
,,"2003","148.6"
,,"2004","158.0"
,,"2005","152.5"
,,"2006","156.6"
,,"2007","168.1"
,,"2008","176.4"
,,"2009","178.6"
,,"2010","179.4"
,,"2011","181.2"
,,"2012","188.1"
,,"2013","188.4"
,,"2014","192.4"
,,"2015","200.8"
,,"2016","202.2"
,,"2017","206.0"
,,"2018","212.0"
,,"2019","218.0"
,"Health care and social assistance  [62]","1999","102.6"
,,"2000","91.9"
,,"2001","95.8"
,,"2002","104.5"
,,"2003","106.9"
,,"2004","113.7"
,,"2005","114.4"
,,"2006","113.1"
,,"2007","124.5"
,,"2008","128.4"
,,"2009","130.2"
,,"2010","133.4"
,,"2011","137.0"
,,"2012","139.5"
,,"2013","145.9"
,,"2014","149.0"
,,"2015","155.5"
,,"2016","162.1"
,,"2017","167.5"
,,"2018","173.3"
,,"2019","181.0"
,"Arts, entertainment and recreation  [71]","1999","2.5"
,,"2000","3.0"
,,"2001","2.9"
,,"2002","3.1"
,,"2003","2.9"
,,"2004","2.9"
,,"2005","2.8"
,,"2006","2.6"
,,"2007","3.2"
,,"2008","3.1"
,,"2009","3.0"
,,"2010","2.6"
,,"2011","2.4"
,,"2012","2.0"
,,"2013","2.1"
,,"2014","1.1"
,,"2015","0.9"
,,"2016","1.2"
,,"2017","1.7"
,,"2018","1.5"
,,"2019","1.6"
,"Accommodation and food services  [72]","1999","16.2"
,,"2000","16.1"
,,"2001","15.3"
,,"2002","17.3"
,,"2003","20.4"
,,"2004","23.7"
,,"2005","20.2"
,,"2006","20.1"
,,"2007","22.2"
,,"2008","22.6"
,,"2009","22.6"
,,"2010","23.1"
,,"2011","25.1"
,,"2012","25.0"
,,"2013","26.9"
,,"2014","24.1"
,,"2015","26.5"
,,"2016","29.1"
,,"2017","29.1"
,,"2018","28.3"
,,"2019","29.7"
,"Other services (except public administration)  [81]","1999","11.7"
,,"2000","11.1"
,,"2001","16.0"
,,"2002","23.7"
,,"2003","26.7"
,,"2004","25.9"
,,"2005","24.7"
,,"2006","24.1"
,,"2007","25.3"
,,"2008","25.9"
,,"2009","25.9"
,,"2010","25.0"
,,"2011","26.0"
,,"2012","28.9"
,,"2013","26.7"
,,"2014","26.5"
,,"2015","25.8"
,,"2016","25.6"
,,"2017","27.6"
,,"2018","27.5"
,,"2019","27.5"
,"Public administration  [91]","1999","252.9"
,,"2000","275.4"
,,"2001","310.6"
,,"2002","351.8"
,,"2003","367.8"
,,"2004","378.4"
,,"2005","378.7"
,,"2006","388.0"
,,"2007","428.0"
,,"2008","437.8"
,,"2009","449.8"
,,"2010","464.4"
,,"2011","470.3"
,,"2012","467.6"
,,"2013","475.8"
,,"2014","487.4"
,,"2015","504.3"
,,"2016","516.4"
,,"2017","536.4"
,,"2018","551.6"
,,"2019","567.0"

Symbol legend:

Corrections:
Date:,Note:
2015-06-22T04:00:00Z,"On June 22, 2015, provincial and territorial values for special aggregates (tabulations T002 through T016) were corrected for 2014 and subsequently revised in November, 2015 as part of the annual revision."

Footnotes:
1,"For the gross domestic product (GDP) by industry refer to table 36-10-0434-03 (formerly CANSIM 379-0031) for Canada in chained dollars, table 36-10-0401-01 (formerly CANSIM 379-0029) for Canada in current dollars, table 36-10-0400-01 (formerly CANSIM 379-0028) for provinces and territories in percentage share."
2,"For the chained dollars, the aggregates are not equal to the sum of their components."
3,"On June 22, 2015, provincial and territorial values for special aggregates (tabulations T002 through T016) were corrected for 2014 and subsequently revised in November, 2015 as part of the annual revision."
4,"The November 10, 2015 release incorporates comprehensive revisions to the provincial-territorial estimates of gross domestic product by industry for reference years 2007 to 2014. For more information on the source of these changes, consult the Latest Developments in the Canadian Economic Accounts in the system of macroeconomic accounts module."
5,"As part of the 2015 comprehensive revision of the Canadian System of Macroeconomic Accounts (CSMA), the provincial-territorial Gross Domestic Product (GDP) by industry data in chained (2007) dollars for the period 1997 to 2006 have been released on December 15, 2015. The data for the period 1997 to 2006 have been aligned with those published on November 10, 2015 for the period 2007 to 2014. In addition, the chained (2007) dollars for the provincial and territorial GDP for the following three aggregates were revised for the period 2007-2014 vis-à-vis those released on November 10, 2015: information and communication technology-total, information and communication technology-manufacturing, and information and communication technology-services. The growth rates for these three series for the 2008-2014 period were unaffected."
6,"With November 8, 2018 release, current price and chained Fisher Gross Domestic Product (GDP) estimates by industry for the period 1997 to 2006 have been revised to improve the continuity of the GDP by industry time series and to enhance their coherence with expenditure-based GDP."
7,"With May 1, 2019 release, the provincial and territorial gross domestic product (GDP) by industry adopted the North American Industry Classification System (NAICS) Canada 2017 version 3.0."
8,"Since October 17, 2018, the sale of cannabis for non-medical purposes is legal in Canada. The provincial and territorial gross domestic product (GDP) by industry estimates will begin to take into account this activity and the licensed production of cannabis, as well as the unlicensed production and sale of cannabis, in the release of May 1, 2019 data. For more information, please read the article ""Integrating the production, distribution and consumption of cannabis in the Canadian national economic accounts""."
9,"With November 8, 2018 release, the series from 1997 to 2017 now have as a reference year 2012 instead of 2007."
10,Aggregate T002 combines the North American Industry Classification System (NAICS) codes 11-33.
11,Aggregate T003 combines the North American Industry Classification System (NAICS) codes 41-91.
12,"Aggregate T010 combines the North American Industry Classification System (NAICS) codes 21, 22, 31-33, 562."
13,"Aggregate T011 combines the North American Industry Classification System (NAICS) codes 311-316, 322-326."
14,"Aggregate T012 combines the North American Industry Classification System (NAICS) codes 321, 327-339."
15,"Aggregate T013 combines the North American Industry Classification System (NAICS) code 334, excluding 3345, 4173, 5112, 517, 518, 5415, 8112."
16,"Aggregate T016 combines the North American Industry Classification System (NAICS) codes 211, 2121, 21229, 213111, 213118, 2211, 2212, 32411, 486."
17,"Aggregate T018 combines the North American Industry Classification System (NAICS) codes 61, 62, 91."
18,"Aggregate T021 combines the North American Industry Classification System (NAICS) codes 111412, 111995, 453993."

"How to cite: Statistics Canada. Table 36-10-0402-01 Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040201
DOI: https://doi.org/10.25318/3610040201-eng
